,,,Src,FinInstrmTp,bseScripCode,ISIN,TckrSymb,,,,,,companyName
,,,BSE,STK,511700,INE625D01028,STANCAP,,,,,,STANDARD CAPITAL MARKETS LTD.
,,,BSE,STK,511702,INE290E01011,YOGI,,,,,,YOGI LIMITED
,,,BSE,STK,511710,INE717D01023,CUBIFIN,,,,,,CUBICAL FINANCIAL SERVICES LTD
,,,BSE,STK,511712,INE452B01013,RELICTEC,,,,,,RELIC TECHNOLOGIES LTD.
,,,BSE,STK,511714,INE875B01015,NIMBSPROJ,,,,,,NIMBUS PROJECTS LTD.
,,,BSE,STK,511716,INE359A01012,INVIGO,,,,,,Invigorated Business Consultin
,,,BSE,STK,511724,INE020D01022,BAIDFIN,,,,,,BAID FINSERV LIMITED
,,,BSE,STK,511726,INE946H01037,VIPULLTD,,,,,,VIPUL LTD.
,,,BSE,STK,511728,INE006C01015,KZLFIN,,,,,,K.Z.LEASING & FINANCE LTD.
,,,BSE,STK,511734,INE527C01010,PASUFIN,,,,,,PASUPATI FINCAP LTD.
,,,BSE,STK,511740,INE239B01014,RFL,,,,,,RUPAREL FOOD PRODUCTS LIMITED
,,,BSE,STK,511742,INE583D01011,UGROCAP,,,,,,UGRO CAPITAL LIMITED
,,,BSE,STK,511754,INE861D01011,SAHLIBHFI,,,,,,SHALIBHADRA FINANCE LTD.
,,,BSE,STK,511756,INE195I01013,ABIRAFN,,,,,,ABIRAMI FINANCIAL SERVICES (IN
,,,BSE,STK,511758,INE094E01017,MANSIFIN,,,,,,MANSI FINANCE (CHENNAI) LTD.
,,,BSE,STK,511764,INE819K01014,AASTAFIN,,,,,,Aastamangalam Finance Limited
,,,BSE,STK,511766,INE296G01013,MUTHOOTCAP,,,,,,MUTHOOT CAPITAL SERVICES LTD.
,,,BSE,STK,511768,INE677D01037,MASTERTR,,,,,,MASTER TRUST LTD.
,,,BSE,STK,512008,INE886D01026,EFCIL,,,,,,EFC (I) LIMITED
,,,BSE,STK,512014,INE754D01018,SOBME,,,,,,SOBHAGYA MERCHANTILE LTD.
,,,BSE,STK,512018,INE135H01029,CNIRESLTD,,,,,,CNI RESEARCH LTD.
,,,BSE,STK,512020,INE967G01019,ZSARACOM,,,,,,SARASWATI COMMERCIAL (INDIA) L
,,,BSE,STK,512025,INE767M01029,BANGANGA,,,,,,BANGANGA PAPER INDUSTRIES LIMI
,,,BSE,STK,512026,INE603D01017,VEGA,,,,,,VEGA JEWELLERS LIMITED
,,,BSE,STK,512036,INE393H01016,KAPILCO,,,,,,KAPIL COTEX LTD.
,,,BSE,STK,512038,INE887D01016,TCC,,,,,,TCC CONCEPT LIMITED
,,,BSE,STK,512047,INE510H01015,ROYALIND,,,,,,ROYAL INDIA CORPORATION LIMITE
,,,BSE,STK,512048,INE195E01020,DHANSAFAL,,,,,,DHANSAFAL FINSERVE LIMITED
,,,BSE,STK,512064,INE762D01011,VISVEN,,,,,,VISHVPRABHA VENTURES LIMITED
,,,BSE,STK,512068,INE945F01025,DECNGOLD,,,,,,DECCAN GOLD MINES LTD.
,,,BSE,STK,512070,INE628A01036,UPL,,,,,,UPL LIMITED
,,,BSE,STK,512093,INE234B01023,CRANESSOFT,,,,,,CRANES SOFTWARE INTERNATIONAL
,,,BSE,STK,512097,INE092G01024,SAICOM,,,,,,SAIANAND COMMERCIAL LIMITED
,,,BSE,STK,512099,INE750G01019,EY,,,,,,EYANTRA VENTURES LIMITED
,,,BSE,STK,512103,INE276H01013,NIDHGRN,,,,,,NIDHI GRANITES LTD.
,,,BSE,STK,512115,INE649C01012,ROSEMER,,,,,,ROSE MERC.LTD.
,,,BSE,STK,512131,INE529F01035,SIGIND,,,,,,SIGNET INDUSTRIES LIMITED
,,,BSE,STK,512149,INE758A01072,AVANCE,,,,,,AVANCE TECHNOLOGIES LTD.
,,,BSE,STK,512161,INE650K01021,SECURKLOUD,,,,,,SECUREKLOUD TECHNOLOGIES LIMIT
,,,BSE,STK,512165,INE365O01028,ABANSENT,,,,,,ABANS ENTERPRISES LTD
,,,BSE,STK,512175,INE685D01022,VAMA,,,,,,VAMA INDUSTRIES LTD.
,,,BSE,STK,512179,INE805D01034,SUNTECK,,,,,,SUNTECK REALTY LTD.
,,,BSE,STK,512217,INE730E01016,PRISMMEDI,,,,,,PRISM MEDICO AND PHARMACY LTD.
,,,BSE,STK,512229,INE379J01029,VERITAS,,,,,,VERITAS (INDIA) LTD.
,,,BSE,STK,512237,INE070D01027,JAICORPLTD,,,,,,JAI CORP LTD.
,,,BSE,STK,512247,INE894A01026,ASHCAP,,,,,,ASHIRWAD CAPITAL LTD.
,,,BSE,STK,512257,INE895A01023,SVARTCORP,,,,,,SWASTI VINAYAKA ART AND HERITA
,,,BSE,STK,512267,INE200D01020,MMWL,,,,,,MEDIA MATRIX WORLDWIDE LTD.
,,,BSE,STK,512277,INE340U01010,AUTOINT,,,,,,AUTORIDERS INTERNATIONAL LTD.
,,,BSE,STK,512296,INE458B01036,BHAGYANGR,,,,,,BHAGYANAGAR INDIA LTD.
,,,BSE,STK,512297,INE408F01024,SHANTAI,,,,,,Shantai Industries Limited
,,,BSE,STK,512301,INE417N01011,CHMBBRW,,,,,,CHAMBAL BREWERIES & DISTILLERI
,,,BSE,STK,512329,INE385F01024,SGMART,,,,,,SG MART LIMITED
,,,BSE,STK,512344,INE068C01015,ARAVALIS,,,,,,ARAVALI SECURITIES & FINANCE L
,,,BSE,STK,512345,INE745A01012,YASTF,,,,,,YASH TRADING & FINANCE LTD.
,,,BSE,STK,512361,INE108G01010,CUPIDALBV,,,,,,CUPID BREWERIES AND DISTILLERI
,,,BSE,STK,512379,INE716D01033,CRSL,,,,,,CRESSANDA RAILWAY SOLUTIONS LI
,,,BSE,STK,512381,INE992I01013,STARTECK,,,,,,STARTECK FINANCE LIMITED
,,,BSE,STK,512393,INE037B01020,SHARDUL,,,,,,SHARDUL SECURITIES LTD.
,,,BSE,STK,512399,INE017I01027,SERA,,,,,,SERA INVESTMENTS & FINANCE IND
,,,BSE,STK,512415,INE319T01016,MERCTRD,,,,,,MERCURY TRADE LINKS LTD.
,,,BSE,STK,512437,INE412D01013,APOLLOFI,,,,,,APOLLO FINVEST (INDIA) LTD.
,,,BSE,STK,512441,INE993I01029,ENBETRD,,,,,,Enbee Trade &amp; Finance Ltd
,,,BSE,STK,512443,INE162L01017,GANONPRO,,,,,,Ganon Products Limited
,,,BSE,STK,512453,INE564J01026,SHRJAGP,,,,,,SHRI JAGDAMBA POLYMERS LTD.
,,,BSE,STK,512455,INE281B01032,LLOYDSME,,,,,,LLOYDS METALS AND ENERGY LTD.
,,,BSE,STK,512463,INE080I01025,LLOYDSENT,,,,,,LLOYDS ENTERPRISES LIMITED
,,,BSE,STK,512477,INE765L01017,BETXIND,,,,,,BETEX INDIA LTD.
,,,BSE,STK,512485,INE977F01010,DHANCOT,,,,,,DHANLAXMI COTEX LTD.
,,,BSE,STK,512489,INE876A01023,OASISEC,,,,,,OASIS SECURITIES LTD.
,,,BSE,STK,512493,INE590B01010,GARNETINT,,,,,,GARNET INTERNATIONAL LTD.
,,,BSE,STK,512499,INE435E01020,SHALPRO,,,,,,SHALIMAR PRODUCTIONS LTD.
,,,BSE,STK,512519,INE668D01028,DONEAR,,,,,,DONEAR INDUSTRIES LTD.
,,,BSE,STK,512527,INE091C01017,SUPER,,,,,,SUPER SALES INDIA LTD.
,,,BSE,STK,512529,INE807F01027,SEQUENT,,,,,,SEQUENT SCIENTIFIC LTD.
,,,BSE,STK,512531,INE655A01013,STCINDIA,,,,,,STATE TRADING CORPORATION OF I
,,,BSE,STK,512553,INE058B01018,ZENITHEXPO,,,,,,ZENITH EXPORTS LTD.
,,,BSE,STK,512559,INE080B01012,KOHINOOR,,,,,,KOHINOOR FOODS LTD.
,,,BSE,STK,512573,INE871C01038,AVANTIFEED,,,,,,AVANTI FEEDS LTD.
,,,BSE,STK,512587,INE077B01018,ZODJRDMKJ,,,,,,ZODIAC-JRD-MKJ LTD.
,,,BSE,STK,512589,INE579D01019,SITAENT,,,,,,SITA ENTERPRISES LTD.
,,,BSE,STK,512591,INE183U01022,PULSRIN,,,,,,PULSAR INTERNATIONAL LTD.
,,,BSE,STK,512595,INE348N01034,MANBRO,,,,,,Manbro Industries Limited
,,,BSE,STK,512597,INE681C01015,KEYFINSERV,,,,,,KEYNOTE FINANCIAL SERVICES LIM
,,,BSE,STK,512599,INE423A01024,ADANIENT,,,,,,ADANI ENTERPRISES LTD.
,,,BSE,STK,512600,INE307N01014,ASTALLTD,,,,,,ASTAL LABORATORIES LIMITED
,,,BSE,STK,512608,INE474E01029,BHANDARI,,,,,,BHANDARI HOSIERY EXPORTS LTD.
,,,BSE,STK,512618,INE629C01014,RLF,,,,,,RLF LTD.
,,,BSE,STK,512624,INE769D01016,REGENTRP,,,,,,Regent Enterprises Limited
,,,BSE,STK,512626,INE231G01010,ORBTEXP,,,,,,ORBIT EXPORTS LTD.
,,,BSE,STK,512634,INE104E01014,SAVERA,,,,,,SAVERA INDUSTRIES LTD.
,,,BSE,STK,513005,INE114E01013,CHROME,,,,,,Chrome Silicon Limited
,,,BSE,STK,513023,INE725A01030,NAVA,,,,,,NAVA LIMITED
,,,BSE,STK,513043,INE158G01015,REMIEDEL,,,,,,REMI EDELSTAHL TUBULARS LIMITE
,,,BSE,STK,513059,INE736H01024,GSAUTO,,,,,,G.S.AUTO INTERNATIONAL LTD.
,,,BSE,STK,513063,INE360D01014,TRANSFRE,,,,,,TRANS-FREIGHT CONTAINERS LTD.
,,,BSE,STK,513097,INE386D01027,SBCL,,,,,,SHIVALIK BIMETAL CONTROLS LTD.
,,,BSE,STK,513108,INE524B01027,GANDHITUBE,,,,,,GANDHI SPECIAL TUBES LTD.
,,,BSE,STK,513117,INE991A01020,AMFORG,,,,,,AMFORGE INDUSTRIES LTD.
,,,BSE,STK,513119,INE173M01012,ONIXSOLAR,,,,,,ONIX SOLAR ENERGY LIMITED
,,,BSE,STK,513121,INE730A01022,ORICONENT,,,,,,ORICON ENTERPRISES LTD.
,,,BSE,STK,513149,INE950D01012,ACROW,,,,,,ACROW INDIA LTD.
,,,BSE,STK,513173,INE205F01016,STLSTRINF,,,,,,STEEL STRIPS INFRASTRUCTURES L
,,,BSE,STK,513228,INE932A01024,PENIND,,,,,,PENNAR INDUSTRIES LTD.
,,,BSE,STK,513250,INE197A01024,JYOTISTRUC,,,,,,JYOTI STRUCTURES LTD.
,,,BSE,STK,513252,INE289D01015,JAYUSH,,,,,,JAY USHIN LTD.
,,,BSE,STK,513262,INE802C01033,SSWL,,,,,,STEEL STRIPS WHEELS LTD.
,,,BSE,STK,513269,INE993A01026,MANINDS,,,,,,MAN INDUSTRIES (INDIA) LTD.
,,,BSE,STK,513295,INE611C01020,IMEC,,,,,,IMEC SERVICES LIMITED
,,,BSE,STK,513303,INE001F01019,MDRNSTL,,,,,,MODERN STEELS LTD.
,,,BSE,STK,513309,INE327C01031,GOLKONDA,,,,,,Golkonda Aluminium Extrusions
,,,BSE,STK,513337,INE145J01032,GUJTLRM,,,,,,GUJARAT TOOLROOM LTD.
,,,BSE,STK,513349,INE298G01027,AJMERA,,,,,,AJMERA REALTY & INFRA INDIA LT
,,,BSE,STK,513353,INE105D01013,COCHINM,,,,,,COCHIN MINERALS & RUTILE LTD.
,,,BSE,STK,513361,INE072A01029,ISWL,,,,,,INDIA STEEL WORKS LTD.
,,,BSE,STK,513369,INE013J01016,KVFORGE,,,,,,KRISHANVEER FORGE LIMITED
,,,BSE,STK,513375,INE120A01034,CARBORUNIV,,,,,,CARBORUNDUM UNIVERSAL LTD.
,,,BSE,STK,513377,INE123F01029,MMTC,,,,,,MMTC LTD.
,,,BSE,STK,513397,INE457E01016,VALLABHSQ,,,,,,VALLABH STEELS LTD.
,,,BSE,STK,513401,INE587D01012,ASHIS,,,,,,ASHIANA ISPAT LTD.
,,,BSE,STK,513403,INE092C01015,PMTELELIN,,,,,,P.M.TELELINNKS LTD.
,,,BSE,STK,513418,INE728B01032,SMFIL,,,,,,SMITHS & FOUNDERS (INDIA) LIMI
,,,BSE,STK,513422,INE373E01015,BLOIN,,,,,,BLOOM INDUSTRIES LTD.
,,,BSE,STK,513436,INE640C01011,SHAHALLOYS,,,,,,SHAH ALLOYS LTD.
,,,BSE,STK,513452,INE594D01018,ELANGO,,,,,,ELANGO INDUSTRIES LTD.
,,,BSE,STK,513456,INE791E01018,KANSHST,,,,,,KANISHK STEEL INDUSTRIES LTD.
,,,BSE,STK,513460,INE257F01017,MAHALXSE,,,,,,MAHALAXMI SEAMLESS LTD.
,,,BSE,STK,513472,INE658D01011,SIMPLEXCAS,,,,,,SIMPLEX CASTINGS LTD.
,,,BSE,STK,513488,INE387D01025,SSWRL,,,,,,SHREE STEEL WIRE ROPES LTD.
,,,BSE,STK,513496,INE235U01012,SIZEMASTER,,,,,,SIZEMASTERS TECHNOLOGY LIMITED
,,,BSE,STK,513498,INE308N01012,SOUTHMG,,,,,,SOUTHERN MAGNESIUM & CHEMICALS
,,,BSE,STK,513502,INE927K01023,BAROEXT,,,,,,BARODA EXTRUSION LTD.
,,,BSE,STK,513507,INE276I01011,GUJCONT,,,,,,GUJARAT CONTAINERS LTD.
,,,BSE,STK,513509,INE314G01014,KALYANIFRG,,,,,,KALYANI FORGE LTD.
,,,BSE,STK,513511,INE798F01010,PANCHMAHQ,,,,,,PANCHMAHAL STEEL LTD.
,,,BSE,STK,513513,INE570B01012,ADITYA,,,,,,ADITYA ISPAT LTD.
,,,BSE,STK,513517,INE124E01020,STEELCAS,,,,,,STEELCAST LTD.
,,,BSE,STK,513519,INE450D01021,PITTIENG,,,,,,PITTI ENGINEERING LIMITED
,,,BSE,STK,513528,INE741B01027,GLITTEKG,,,,,,GLITTEK GRANITES LTD.
,,,BSE,STK,513532,INE770A01010,PRADPME,,,,,,PRADEEP METALS LTD.
,,,BSE,STK,513536,INE207H01018,GNRL,,,,,,GUJARAT NATURAL RESOURCES LIMI
,,,BSE,STK,513544,INE277E01026,MSCTC,,,,,,MARDIA SAMYOUNG CAPILLARY TUBE
,,,BSE,STK,513548,INE385M01012,SHRDAIS,,,,,,SHARDA ISPAT LTD.
,,,BSE,STK,513554,INE451L01014,MAHASTEEL,,,,,,MAHAMAYA STEEL INDUSTRIES LTD.
,,,BSE,STK,513566,INE608C01026,NOVIS,,,,,,NOVA IRON & STEEL LTD.
,,,BSE,STK,513575,INE067E01013,STERPOW,,,,,,STERLING POWERGENSYS LTD
,,,BSE,STK,513599,INE531E01026,HINDCOPPER,,,,,,HINDUSTAN COPPER LTD.
,,,BSE,STK,513629,INE463D01016,TULSYAN,,,,,,TULSYAN NEC LTD.
,,,BSE,STK,513642,INE197C01012,AXELPOLY,,,,,,AXEL POLYMERS LTD.
,,,BSE,STK,513683,INE589A01014,NLCINDIA,,,,,,NLC India Limited
,,,BSE,STK,513687,INE848B01012,SPECTRA,,,,,,SPECTRA INDUSTRIES LTD.
,,,BSE,STK,513693,INE434C01027,KAJARIR,,,,,,KIC METALIKS LTD.
,,,BSE,STK,513699,INE584G01012,SOLIDSTON,,,,,,SOLID STONE COMPANY LTD.
,,,BSE,STK,513709,INE960A01017,SHILGRAVQ,,,,,,SHILP GRAVURES LTD.
,,,BSE,STK,513713,INE146C01019,WHITEORG,,,,,,White Organic Agro Limited
,,,BSE,STK,513721,INE614F01019,MFSINTRCRP,,,,,,MFS INTERCORP LTD.
,,,BSE,STK,513729,INE210C01013,AROGRANITE,,,,,,ARO GRANITE INDUSTRIES LTD.
,,,BSE,STK,514010,INE723D01021,RUDRAECO,,,,,,RUDRA ECOVATION LIMITED
,,,BSE,STK,514028,INE376L01013,RAJKSYN,,,,,,RAJKAMAL SYNTHETICS LTD.
,,,BSE,STK,514030,INE272C01013,DEEPAKSP,,,,,,DEEPAK SPINNERS LTD.
,,,BSE,STK,514036,INE970D01010,LOYALTEX,,,,,,LOYAL TEXTILE MILLS LTD.
,,,BSE,STK,514043,INE049A01027,HIMATSEIDE,,,,,,HIMATSINGKA SEIDE LTD.
,,,BSE,STK,514045,INE594B01012,BSL,,,,,,BSL LTD.
,,,BSE,STK,514060,INE229N01010,MARKOBENZ,,,,,,MARKOBENZ VENTURES LIMITED
,,,BSE,STK,514087,INE501F01018,PBMPOLY,,,,,,PBM POLYTEX LTD.
,,,BSE,STK,514128,INE517D01019,KONARKSY,,,,,,KONARK SYNTHETIC LTD.
,,,BSE,STK,514138,INE132C01027,SURYALA,,,,,,SURYALATA SPINNING MILLS LTD.
,,,BSE,STK,514140,INE431C01023,SURYVANSP,,,,,,SURYAVANSHI SPINNING MILLS LTD
,,,BSE,STK,514142,INE592B01024,TTL,,,,,,T T LTD.
,,,BSE,STK,514162,INE192B01031,WELSPUNLIV,,,,,,WELSPUN LIVING LIMITED
,,,BSE,STK,514165,INE862B01013,INDIANACRY,,,,,,INDIAN ACRYLICS LTD.
,,,BSE,STK,514167,INE845D01014,GANECOS,,,,,,GANESHA ECOSPHERE LTD.
,,,BSE,STK,514171,INE760J01012,CEETAIN,,,,,,CEETA INDUSTRIES LTD.
,,,BSE,STK,514175,INE835A01029,VARDMNPOLY,,,,,,VARDHMAN POLYTEX LTD.
,,,BSE,STK,514183,INE761G01016,BLACKROSE,,,,,,BLACK ROSE INDUSTRIES LTD.
,,,BSE,STK,514197,INE110Q01023,STCORP,,,,,,S&T CORPORATION LTD.
,,,BSE,STK,514211,INE235C01028,SUMEETINDS,,,,,,SUMEET INDUSTRIES LTD.
,,,BSE,STK,514223,INE410D01017,RAMGOPOLY,,,,,,RAMGOPAL POLYTEX LTD.
,,,BSE,STK,514234,INE495C01010,SANGAMIND,,,,,,SANGAM (INDIA) LTD.
,,,BSE,STK,514238,INE874A01010,MKVENTURES,,,,,,MKVENTURES CAPITAL LIMITED
,,,BSE,STK,514240,INE979D01011,KUSHIND,,,,,,Kush Industries Limited
,,,BSE,STK,514248,INE377C01010,SRECR,,,,,,SREECHEM RESINS LTD.
,,,BSE,STK,514264,INE707B01010,SEASONST,,,,,,SEASONS TEXTILES LTD.
,,,BSE,STK,514266,INE106C01013,ZENIFIB,,,,,,ZENITH FIBRES LTD.
,,,BSE,STK,514272,INE436C01014,BHILSPIN,,,,,,BHILWARA SPINNERS LTD.
,,,BSE,STK,514274,INE273D01019,AARVEEDEN,,,,,,AARVEE DENIMS & EXPORTS LTD.
,,,BSE,STK,514280,INE589J01015,SANTETX,,,,,,SANRHEA TECHNICAL TEXTILES LTD
,,,BSE,STK,514286,INE440A01010,ASHIMASYN,,,,,,ASHIMA LTD.
,,,BSE,STK,514300,INE156C01018,PIONEEREMB,,,,,,PIONEER EMBROIDERIES LTD.
,,,BSE,STK,514302,INE660D01017,VIPPYSP,,,,,,VIPPY SPINPRO LTD.
,,,BSE,STK,514312,INE156E01014,JAIHINDS,,,,,,JAIHIND SYNTHETICS LTD.
,,,BSE,STK,514316,INE969C01022,RAGHUSYN,,,,,,RAGHUVIR SYNTHETICS LTD.
,,,BSE,STK,514318,INE722N01014,JATTAINDUS,,,,,,JATTASHANKAR INDUSTIES LTD.
,,,BSE,STK,514322,INE535C01013,KAMADGIRI,,,,,,KAMADGIRI FASHION LTD.
,,,BSE,STK,514324,INE814D01010,OMNITEX,,,,,,OMNITEX INDUSTRIES (INDIA) LTD
,,,BSE,STK,514326,INE790C01014,PATSPINLTD,,,,,,PATSPIN INDIA LTD.
,,,BSE,STK,514330,INE670O01013,ONEGLOBAL,,,,,,ONE GLOBAL SERVICE PROVIDER LI
,,,BSE,STK,514332,INE216I01017,NEOINFRA,,,,,,NEO INFRACON LTD.
,,,BSE,STK,514348,INE784B01035,WINSOME,,,,,,WINSOME YARNS LTD.
,,,BSE,STK,514354,INE309M01020,PREMIERPOL,,,,,,PREMIER POLYFILM LTD.
,,,BSE,STK,514360,INE078T01026,KRRAIL,,,,,,K&R RAIL ENGINEERING LIMITED
,,,BSE,STK,514378,INE564C01013,YARNSYN,,,,,,YARN SYNDICATE LTD.
,,,BSE,STK,514386,INE004C01028,GUJCOTEX,,,,,,GUJARAT COTEX LTD.
,,,BSE,STK,514402,INE638N01012,ECOHOTELS,,,,,,ECO HOTELS AND RESORTS LIMITED
,,,BSE,STK,514412,INE305D01019,SARUPINDUS,,,,,,SARUP INDUSTRIES LTD.
,,,BSE,STK,514418,INE370D01013,MANORG,,,,,,MANGALAM ORGANICS LIMITED
,,,BSE,STK,514428,INE074C01013,HINDADH,,,,,,HINDUSTAN ADHESIVES LTD.
,,,BSE,STK,514440,INE439N01031,BPAGRI,,,,,,Blue Pearl Agriventures Limite
,,,BSE,STK,514442,INE009C01019,SRIKPRIND,,,,,,SRI KPR INDUSTRIES LTD.
,,,BSE,STK,514446,INE345D01031,LSIND,,,,,,LS INDUSTRIES LTD.
,,,BSE,STK,514448,INE577D01013,JYOTIRES,,,,,,JYOTI RESINS & ADHESIVES LTD.
,,,BSE,STK,514450,INE112D01035,MHLXMIRU,,,,,,MAHALAXMI RUBTECH LTD.
,,,BSE,STK,514454,INE410M01018,SOUTLAT,,,,,,SOUTHERN LATEX LTD.
,,,BSE,STK,514460,INE670H01017,OSWAYRN,,,,,,OSWAL YARNS LTD.
,,,BSE,STK,514470,INE837B01031,WINSOMTX,,,,,,WINSOME TEXTILE INDUSTRIES LTD
,,,BSE,STK,515008,INE219W01012,MODINSU,,,,,,MODERN INSULATORS LTD.
,,,BSE,STK,515018,INE277C01012,REGENCERAM,,,,,,REGENCY CERAMICS LTD.
,,,BSE,STK,515030,INE439A01020,ASAHIINDIA,,,,,,ASAHI INDIA GLASS LTD.
,,,BSE,STK,515037,INE692B01014,MURUDCERA,,,,,,MURUDESHWAR CERAMICS LTD.
,,,BSE,STK,515043,INE068B01017,SEKURITIND,,,,,,SAINT-GOBAIN SEKURIT INDIA LTD
,,,BSE,STK,515055,INE242C01024,ANANTRAJ,,,,,,ANANT RAJ LIMITED
,,,BSE,STK,515059,INE469C01023,MADHUDIN,,,,,,MADHUSUDAN INDUSTRIES LTD.
,,,BSE,STK,515085,INE298E01022,RESTILE,,,,,,RESTILE CERAMICS LTD.
,,,BSE,STK,515093,INE925C01016,MADHAV,,,,,,MADHAV MARBLES & GRANITES LTD.
,,,BSE,STK,515127,INE650D01026,RAMASIGNS,,,,,,Ramasigns Industries Limited
,,,BSE,STK,515147,INE506D01020,HALDYNGL,,,,,,HALDYN GLASS LTD
,,,BSE,STK,516003,INE932D01010,DUROPLY,,,,,,DUROPLY INDUSTRIES LIMITED
,,,BSE,STK,516016,INE231C01019,SHREYANIND,,,,,,SHREYANS INDUSTRIES LTD.
,,,BSE,STK,516020,INE112C01011,AGIOPAPER,,,,,,AGIO PAPER & INDUSTRIES LTD.
,,,BSE,STK,516022,INE733A01018,STARPAPER,,,,,,STAR PAPER MILLS LTD.
,,,BSE,STK,516030,INE551D01018,PAKKA,,,,,,PAKKA LIMITED
,,,BSE,STK,516032,INE385D01029,TAHMARENT,,,,,,TAHMAR ENTERPRISES LIMITED
,,,BSE,STK,516064,INE570D01018,ARROWGREEN,,,,,,Arrow Greentech Limited
,,,BSE,STK,516072,INE270I01022,VISHNU,,,,,,VISHNU CHEMICALS LTD.
,,,BSE,STK,516078,INE699D01015,JUMBO,,,,,,JUMBO BAG LTD.
,,,BSE,STK,516082,INE740D01017,NRAIL,,,,,,N.R.AGARWAL INDUSTRIES LTD.
,,,BSE,STK,516092,INE105C01023,3PLAND,,,,,,3P LAND HOLDINGS LTD.
,,,BSE,STK,516096,INE384D01022,SANPA,,,,,,SANGAL PAPERS LTD.
,,,BSE,STK,516098,INE810C01044,VENTURA,,,,,,VENTURA TEXTILES LTD.
,,,BSE,STK,516106,INE538D01015,SHKARTP,,,,,,SHREE KARTHIK PAPERS LTD.
,,,BSE,STK,516108,INE088G01014,STHINPA,,,,,,SOUTH INDIA PAPER MILLS LTD.
,,,BSE,STK,516110,INE146N01016,FAMILYCARE,,,,,,FAMILY CARE HOSPITALS LIMITED
,,,BSE,STK,517015,INE707A01012,VINDHYATEL,,,,,,VINDHYA TELELINKS LTD.
,,,BSE,STK,517035,INE302D01016,RIR,,,,,,RIR POWER ELECTRONICS LIMITED
,,,BSE,STK,517041,INE045A01017,ADOR,,,,,,ADOR WELDING LTD.
,,,BSE,STK,517044,INE649R01010,IDM,,,,,,INTERNATIONAL DATA MANAGEMENT
,,,BSE,STK,517059,INE457F01013,SALZERELEC,,,,,,SALZER ELECTRONICS LTD.
,,,BSE,STK,517063,INE919C01019,JETKINGQ,,,,,,JETKING INFOTRAIN LTD.
,,,BSE,STK,517077,INE115E01010,INDAGIV,,,,,,IND-AGIV COMMERCE LTD.
,,,BSE,STK,517096,INE273A01015,APLAB,,,,,,APLAB LTD.
,,,BSE,STK,517119,INE834B01012,PCS,,,,,,PCS TECHNOLOGY LTD.
,,,BSE,STK,517146,INE228A01035,USHAMART,,,,,,USHA MARTIN LTD.
,,,BSE,STK,517166,INE252A01019,SPELS,,,,,,SPEL SEMICONDUCTOR LTD.
,,,BSE,STK,517168,INE287B01021,SUBROS,,,,,,SUBROS LTD.
,,,BSE,STK,517170,INE125G01014,EDVENSWA,,,,,,Edvenswa Enterprises Limited
,,,BSE,STK,517174,INE671A01010,HONAUT,,,,,,HONEYWELL AUTOMATION INDIA LTD
,,,BSE,STK,517201,INE311D01017,SWITCHTE,,,,,,SWITCHING TECHNOLOGIES GUNTHER
,,,BSE,STK,517206,INE162B01018,LUMAXIND,,,,,,LUMAX INDUSTRIES LTD.
,,,BSE,STK,517214,INE927C01020,DIGISPICE,,,,,,DIGISPICE TECHNOLOGIES LIMITED
,,,BSE,STK,517236,INE216C01010,CALCOM,,,,,,CALCOM VISION LTD.
,,,BSE,STK,517238,INE083E01010,DYNAVSN,,,,,,DYNAVISION LTD.
,,,BSE,STK,517246,INE788D01016,BCCFUBA,,,,,,BCC FUBA INDIA LTD.
,,,BSE,STK,517258,INE143C01024,PRECISIO,,,,,,PRECISION ELECTRONICS LTD.
,,,BSE,STK,517264,INE087E01011,FINELINE,,,,,,FINE-LINE CIRCUITS LTD.
,,,BSE,STK,517271,INE292B01021,HBLENGINE,,,,,,HBL ENGINEERING LIMITED
,,,BSE,STK,517273,INE902B01017,S&SPOWER,,,,,,S&S POWER SWITCHGEAR LTD.
,,,BSE,STK,517288,INE541F01022,GUJARATPOLY,,,,,,Gujarat Poly Electronics Limit
,,,BSE,STK,517300,INE162A01010,GIPCL,,,,,,GUJARAT INDUSTRIES POWER CO.LT
,,,BSE,STK,517334,INE775A01035,MOTHERSON,,,,,,Samvardhana Motherson Internat
,,,BSE,STK,517344,INE110B01017,MINDTECK,,,,,,MINDTECK (INDIA) LTD.
,,,BSE,STK,517354,INE176B01034,HAVELLS,,,,,,HAVELLS INDIA LTD.
,,,BSE,STK,517356,INE167B01025,ACIIN,,,,,,ACI INFOCOM LTD.
,,,BSE,STK,517360,INE689V01018,SBECSYS,,,,,,SBEC SYSTEMS (INDIA) LTD.
,,,BSE,STK,517370,INE437C01012,INCAP,,,,,,INCAP LTD.
,,,BSE,STK,517372,INE877E01015,GUJINTRX,,,,,,GUJARAT INTRUX LTD.
,,,BSE,STK,517380,INE188B01013,IGARASHI,,,,,,IGARASHI MOTORS INDIA LTD.
,,,BSE,STK,517385,INE225D01027,SYMPHONY,,,,,,SYMPHONY LIMITED
,,,BSE,STK,517393,INE043B01028,VINTRON,,,,,,VINTRON INFORMATICS LTD.
,,,BSE,STK,517397,INE648E01010,PANELEC,,,,,,PAN ELECTRONICS INDIA LTD.
,,,BSE,STK,517399,INE756A01019,VXLINSTR,,,,,,VXL INSTRUMENTS LTD.
